speaker,start,end,text
Vicki Mitchell,00;37;44;29,00;37;51;07,Maybe I can right now.
Unknown Interviewer,00;37;51;09,00;38;06;23,I'm relying more on the cost of you for anything. Yeah. More? Yeah. I still like to go camping. Do I go camping now or go with my mom? we haven't been camping for 15.
Bonnie Nellsch,00;38;06;23,00;38;11;07,"Very, working. Working on a weekend group. That's working?"
Unknown Interviewer,00;38;11;07,00;38;37;20,"Yeah, I. You find a director? I have my sister here, but my six year old, I have my family near me are great. Oh, and I always wanted to bring out your camping. I was really surprised when I could see her gone from her. You know that that group."
Bonnie Nellsch,00;38;37;22,00;38;45;29,"We used to go camping a lot, though. I know where she work with stick in the mud. But we did go camping for, camping."
Unknown Interviewer,00;38;46;01,00;38;47;17,Fishing.
Bonnie Nellsch,00;38;47;19,00;38;55;25,"Swimming. Went swimming an awful lot at Roseland all the time, but I really can't see what."
Unknown Interviewer,00;38;55;27,00;38;58;17,I'm not great. But going out to the river.
Bonnie Nellsch,00;38;58;20,00;38;59;24,I'm.
Unknown Interviewer,00;38;59;27,00;39;22;19,"I, I'm also not so. Well, I did. I broke my leg, I did, and I broke my leg. And now I'm going to quit conditions, or I can start the season. I never really, get any kids in school every morning. And, get into my bowling every morning or evening. I was at, last."
Bonnie Nellsch,00;39;22;21,00;39;28;12,"The basketball class, ball field, going seven times a week."
Unknown Interviewer,00;39;28;15,00;39;49;01,"I have a good way for nights, to go out of camp all. And I love it, I love it, yeah. I have a ball. You want me to go with you? Could go with the babysitter to my sister. My sister? Michael. Yeah. I go out."
Vicki Mitchell,00;39;49;03,00;39;53;27,"And have a ball. I mean, I like time."
Unknown Interviewer,00;39;54;00,00;39;56;24,We're probably.
Vicki Mitchell,00;39;58;11,00;40;01;01,"go. Well, we're going bowling."
Unknown Interviewer,00;40;01;01,00;40;35;04,"And y'all, we're right after we're done. John, who's your best friend? Parker. Yeah, well, not me, but this year, I can't get the manager approved. they're not going to get. My husband works different here. So you get, you get to try to get through nine weeks. Three and my husband out to get our firm right, which we would like to do about three."
Unknown Interviewer,00;40;35;06,00;40;43;11,"I guess that makes it really different. our two aren't working. I'm three and three, so. Yeah. Right."
Bonnie Nellsch,00;40;44;28,00;41;07;27,"right. That's another reason I quit working. Two was because of the difference. Yes. You don't seem to. And, if I were to stay up at Westchester Hospital working up there, I would hit the difference. Yes, two. That would have been a lot of hassle. Both on three levels the same time. I wouldn't have been bad, you know, but, like, if he had been on base and I been on three mountain."
Unknown Interviewer,00;41;08;00,00;41;13;15,"I don't know. Yeah, I knew a couple of things that I thought of where we were going to work when she was coming home."
Bonnie Nellsch,00;41;13;16,00;41;15;08,Right. You never see each other.
Unknown Interviewer,00;41;15;10,00;41;16;07,One was like.
Bonnie Nellsch,00;41;16;10,00;41;23;03,"God, I didn't have a fight in the middle of all that. Nothing would settle her."
Unknown Interviewer,00;41;23;06,00;41;31;15,"At the time. But yeah, that's what I'm not making out right. Oh, most important, would you like to go hiking?"
Bonnie Nellsch,00;41;31;17,00;41;46;00,"Oh, yeah. I'm back. I'm going to go hunting this year. then, road hunting. But I haven't really got out there in the woods much, but I'm going to this year. Are you apprehensive about the number of people out here? What's that?"
Unknown Interviewer,00;41;46;03,00;41;49;01,Are you apprehensive about the number of people out here?
Bonnie Nellsch,00;41;49;03,00;42;04;21,"Yeah, I'm really, kind of scared of the amount of people out and, the amount of accidents that go on. There are an awful lot of accidents for such a small area. Well, I guess it's maybe not that small, but."
Unknown Interviewer,00;42;04;21,00;42;07;05,"Yeah, well, we got a lot of people out. Yeah."
Bonnie Nellsch,00;42;07;08,00;42;19;29,There are an awful lot of out-of-staters California hunters come up all the time. Oregon. And I've known bad because there's enough hunters just from the local area alone.
Unknown Interviewer,00;42;20;01,00;42;30;00,I don't know if you realize you the say that most of the Idaho is one me and it would be outfitter scatter my surfing out.
Bonnie Nellsch,00;42;30;03,00;42;48;09,"Oh yeah. I don't doubt that I. I didn't read it, but it doesn't surprise me because I know the people around here are definitely out for the me because they need it. Well, well, I mean, we get the meat, we will eat it and we're not, you know, we're not picky at all because we we enjoy the elk in the beer on the barometer."
Unknown Interviewer,00;42;48;11,00;42;55;14,"And that's great. Hunter, what are we going to do if we got 1 or 2 deer or. I'll put everything and ship it down to California."
Bonnie Nellsch,00;42;55;16,00;43;12;16,"You know, they're going to probably let it go to waste. That's what makes me. not necessarily. Might not let it go to waste, but how we going to get it? Whether, you know, going freezer in their camper, you know, they don't have a freezer, right."
Unknown Interviewer,00;43;13;14,00;43;20;00,"have you ever gotten, you know, try hard, but don't you."
Bonnie Nellsch,00;43;20;03,00;43;21;07,Got a fish today?
Unknown Interviewer,00;43;21;07,00;43;25;02,But my husband let it go too far. No.
Bonnie Nellsch,00;43;25;05,00;43;45;17,"So the first fish I've caught all year, I fell in the water and everything else today up there. Correct. And I got this fish. And he is going to put in this water to bag with the, plastic inside. I think I'll hit the bag. So I left it down there and he went to go get it. So he puts it on a stick, and then he puts it in the water and puts his itty bitty."
Unknown Interviewer,00;43;45;17,00;43;47;27,"Rock about like, so on."
Bonnie Nellsch,00;43;48;00,00;43;49;09,"Next thing you know, returns over."
Unknown Interviewer,00;43;49;09,00;43;51;07,There and the fish is gone.
Bonnie Nellsch,00;43;51;09,00;43;53;10,By one fish. I talked to.
Unknown Interviewer,00;43;53;12,00;43;58;06,"Her. Oh, God. was it trout?"
Bonnie Nellsch,00;43;58;08,00;44;16;07,"Oh, yeah. Wow. All right. River native. It was a good look from. Oh, we've gone grouse. Grouse hunting too. And I've shot and miss shot. Miss. Not that I don't try."
Unknown Interviewer,00;44;17;00,00;44;21;05,So you miss your husband? Have you been getting paid? No.
Bonnie Nellsch,00;44;21;08,00;44;32;11,"I heard in the grouse that I shoot. Miss that. He gets them. We just haven't seen any, elk or deer at all."
Unknown Interviewer,00;44;32;13,00;44;35;08,In this area around here?
Bonnie Nellsch,00;44;35;10,00;44;49;07,"Yeah. pretty much all around here. warmer and more like that. Warm. Yeah, yeah. Down there. it's gone down there a couple times, but mostly it's around here."
Unknown Interviewer,00;44;49;27,00;45;03;23,"yeah, I know I we've been right here. You you went through an outdoorsman. I just didn't haven't heard one. Oh, I, yeah, we we like to go out and play golf an awful lot."
Bonnie Nellsch,00;45;03;25,00;45;05;29,Right back there hunting for.
Vicki Mitchell,00;45;06;01,00;45;11;26,"Easter, right? Oh, yeah, I love it. I don't mind it. I think it's good fun, though."
Unknown Interviewer,00;45;11;28,00;45;22;04,"Well, you don't get me wrong, I know, right? I'm right. Fish, I go fishing. Oh, I, I, I'm not at all interested in going hunting. All right."
Bonnie Nellsch,00;45;22;11,00;45;24;17,bar graph is 3330.
Unknown Interviewer,00;45;24;21,00;45;25;27,Go out target there.
Bonnie Nellsch,00;45;26;15,00;45;27;25,"No, I can do that."
Unknown Interviewer,00;45;27;28,00;45;40;06,"But two and that's road hunting for us is boring. Get out. We were hiking that. Yeah, definitely. Bring the deer back. Campervan, right? Yeah."
Bonnie Nellsch,00;45;40;13,00;46;06;03,"For at least if we got one. Be so thrilling. You know, you finally got we have had game that was his uncle got it. But we all season we all went out there and it was a big family affair. We had to two elk and we all went out in the garage after that. You know, I teared up for about 3 or 4 days and we all went out and bought to do that, cut it and wrapped."
Bonnie Nellsch,00;46;06;05,00;46;09;14,That was kind of fun doing that.
Unknown Interviewer,00;46;09;17,00;46;14;16,I never want to think I have more space or something like that. I was that right?
Bonnie Nellsch,00;46;14;19,00;46;22;14,"Really. we had a lot of it because like I said, those two out and we had roast after row, state after state, it was."
Bonnie Nellsch,00;46;23;12,00;46;27;10,"You have to know how to cook it. So if you don't like that wild piece, you have to know how to cook it."
Unknown Interviewer,00;46;27;10,00;46;27;23,Right?
Bonnie Nellsch,00;46;28;01,00;46;28;24,I'm a.
Unknown Interviewer,00;46;28;27,00;46;36;18,"Manager. I get, you're meat and lousy, and I get your meat, and it's not being good."
Bonnie Nellsch,00;46;36;20,00;46;40;14,It's all in. Who's cooking? I think so. And who's prepared it before?
Unknown Interviewer,00;46;40;16,00;46;51;25,"Yeah, I have been there for the what? We had first year. The second year that you got to that there aren't too many of that. I know. Well you know."
Bonnie Nellsch,00;46;51;27,00;46;52;15,Where.
Unknown Interviewer,00;46;52;17,00;46;56;26,You are. Is that where you from? Georgia. My husband.
Bonnie Nellsch,00;46;56;28,00;46;58;24,Oh he is.
Unknown Interviewer,00;46;58;27,00;47;09;03,Yeah. Where are some of the other things that you do for recreation? In some bike ride. Ride bikes? Yeah.
Bonnie Nellsch,00;47;09;05,00;47;20;00,Rack. We rack down the river. We just started that this year though. I remember racks. Yeah. We six man rap. We both have six craft. Go down the river.
Unknown Interviewer,00;47;20;00,00;47;23;22,With quick river. The North fork up here.
Bonnie Nellsch,00;47;23;24,00;47;35;00,It's so low now you can't much. You still can't carry your rap. Not a lot. So it's not worth it.
Vicki Mitchell,00;47;35;03,00;47;38;12,I love your have to come.
Unknown Interviewer,00;47;38;15,00;47;44;10,My mom? Yeah. Your mom quit here.
Vicki Mitchell,00;47;44;13,00;47;49;23,Are you all right? I wonder what I'm.
Unknown Interviewer,00;47;49;23,00;47;55;04,Going to keep going. Keep?
Vicki Mitchell,00;47;55;07,00;48;00;20,Quiet for a while. why.
Unknown Interviewer,00;48;00;20,00;48;04;27,"Don't you back before you got married? Love, love."
Bonnie Nellsch,00;48;04;27,00;48;09;03,"Love, love. That curve for that."
Unknown Interviewer,00;48;10;10,00;48;18;29,have time. where you go back to the are revive. That'd be your question.
Vicki Mitchell,00;48;20;20,00;48;28;13,I have a hard question.
Vicki Mitchell,00;48;28;15,00;48;30;25,On. I don't know how to answer it.
Unknown Interviewer,00;48;34;03,00;49;04;12,"I was really disillusioned with my first part where, I because I, I always wanted man to take care of me. I never I like women where I live to a certain point, but I want to very on. Yeah. You know what? That's what your works for me going on my first time home like that. And I expect that I was very worth my ass."
Unknown Interviewer,00;49;04;12,00;49;29;10,"And now I'll go anywhere that comes out. I can lean on and let them worry about it. You know? And, I, I like having the man be the boss and down when that comes down to something, I think, I like to have a backbone about it now. I do what I want it, and I can do it."
Unknown Interviewer,00;49;29;10,00;49;33;07,"My first marriage or just marriage, I got."
Vicki Mitchell,00;49;33;09,00;49;41;18,I got good. So I am.
Unknown Interviewer,00;49;41;20,00;50;15;15,"I'm happy for her. We're gonna be friends. And I felt like I was married trying to raise. And now I've gotten married. I feel like I'm a married woman with a young man, and I get like, before I get to have a three year number one. And for her, I want to marry and children are first. I wanted one child and one and one child."
Unknown Interviewer,00;50;15;17,00;50;41;07,"She was off for a long time. And then I definitely want to go more like, why not all the kids? I have a clue or a girlfriend. I like to get up and go and I want that word settle down. Like, I gotta figure out how. To. It's just right for me to handle."
Bonnie Nellsch,00;50;41;09,00;50;43;22,One of you can right?
Unknown Interviewer,00;50;43;24,00;50;58;29,"I'm ready for that. Put children. Yeah. And number children. I feel the same way. Too funny. Three's a crowd. You know, like I do, too. It's really just about the right number."
Bonnie Nellsch,00;50;59;02,00;51;15;27,"Right? You can show an equal amount of love and affection for it, I mean, attention, not that you wouldn't love another word if you have it, but, two's planning. I can handle that. Fine. And also on, minors income, they don't make that much money, you know."
Vicki Mitchell,00;51;15;29,00;51;21;03,"Right? Right. Well, right. Right, right, right."
Unknown Interviewer,00;51;21;05,00;51;24;21,If for Ukraine to get longer and all of this.
Bonnie Nellsch,00;51;25;02,00;51;29;03,"so to get along better because, we have four in our family and we get along fine, you."
Unknown Interviewer,00;51;29;04,00;51;32;03,"Know, and I get along better with."
Bonnie Nellsch,00;51;32;03,00;51;35;21,"Two. Oh, yes. To the mother mother's benefit for two."
Unknown Interviewer,00;51;35;21,00;51;45;06,"That's all I wanted to have my family, where I would be young enough after they've gotten older. I still would have enough that I could,"
Bonnie Nellsch,00;51;45;08,00;51;45;27,Do what you want.
Unknown Interviewer,00;51;45;29,00;51;50;26,"Do what I wanted. But yet my family, I was different."
Bonnie Nellsch,00;51;50;28,00;51;59;18,"So, you know, probably because we see our mother, you. And when we were young. When she was young. And so therefore, when we."
Unknown Interviewer,00;51;59;18,00;52;00;18,All.
Bonnie Nellsch,00;52;00;21,00;52;07;18,"Grew up and got married, she was still young enough to get out and do what they want to do. And I'm the old and."
Unknown Interviewer,00;52;07;25,00;52;16;17,"I, I, I feel old now to start having more good."
Unknown Interviewer,00;52;16;20,00;52;24;17,"Different music program just a few months older than you are. You are, you are. Yeah. I mean, it's like my cousin, she."
Bonnie Nellsch,00;52;24;17,00;52;25;03,Just had.
Unknown Interviewer,00;52;25;03,00;52;25;16,Her first.
Bonnie Nellsch,00;52;25;16,00;52;27;13,One and she's 29.
Unknown Interviewer,00;52;27;14,00;52;31;02,I think 28 or 29. So.
Bonnie Nellsch,00;52;31;04,00;52;53;03,"And then there's, another friend of mine in Houston, California, he's 34, and he asked me where when had ended, and he's still planning on it, but he's getting kind of up there for the concert. Well, guard our children are. But now maybe she feels differently. Maybe she feels like, he wants to get all the running around and entertainment out of her life."
Bonnie Nellsch,00;52;53;03,00;52;58;11,"Now, when she's young. And then we settle down. The kids later."
Vicki Mitchell,00;52;58;13,00;53;03;01,I don't want.
Unknown Interviewer,00;53;03;04,00;53;29;12,"Them or any normal group or. I'm not. I don't think I can handle through, if I could, if I had to. And I know if I had another one, I don't, I go, I worry about I heart from a couple years ago because we definitely I definitely don't want to be a certain way. so you went along with what I wanted."
Unknown Interviewer,00;53;29;15,00;53;54;22,"What? The doctor. You have any qualms about performing? Well through my doctor? Yeah, because my doctor is not gonna got, he's got. I wouldn't warm the like that for, like, three hours. back when you ask my doctor because you work at the school and you're looking for work and the average, they have no doubt about it."
Unknown Interviewer,00;53;54;22,00;54;06;10,"Not from north. Now, I'd say, if we were to go, like being homeless might be coming to sign saying that I agree."
Vicki Mitchell,00;54;06;13,00;54;11;01,To have that form of.
Unknown Interviewer,00;54;11;03,00;54;28;05,"It I really I was really worried about that. So I have control of your school what through your, about three years ago, I wanted my grandkids around, but I never felt that my."
Bonnie Nellsch,00;54;28;07,00;54;30;14,Little crap dragging.
Unknown Interviewer,00;54;30;14,00;54;49;06,"You know, and since have your. And no matter. Who I was, we were all for it. I was out for. I never did get to where you have your expectations of married man. Oh, I'm."
Unknown Interviewer,00;54;49;09,00;54;51;22,"I'd say so now. No, I."
Bonnie Nellsch,00;54;51;24,00;55;20;12,"I fear I don't have a good marriage. I mean, I've got ups and downs, good days and bad days, but I feel like it's pretty much what I expected. not. And depends on how. Well, when I was 16, I had a big dream about marriage and how wonderful it was going to be mean. When I got, to the night 20 and I realized what reality was all about, and it wasn't going to be what you thought."
Bonnie Nellsch,00;55;21;18,00;55;32;00,"I think everybody, when they're about 16, looks at marriage through rose colored glasses. And so, you know, you all think, oh, marriage that's going to solve all your problems. Yeah. Well."
Unknown Interviewer,00;55;32;02,00;55;40;16,"I think, whenever you think, oh, he's going to wait on me because he loves me so much this year. But, your."
Bonnie Nellsch,00;55;40;16,00;55;41;22,Family flowers.
Unknown Interviewer,00;55;41;27,00;55;57;04,"On special days and all that crap cream. I cook my dinner, get my. Oh, yes. Thank you. Flowers occasionally."
Bonnie Nellsch,00;55;57;06,00;56;04;26,"Oh. I see you in, when I was in the hospital, they sent me flowers when I had, the second child sent me flowers."
Unknown Interviewer,00;56;04;28,00;56;20;15,"Top here. Our first ever third anniversary. My husband that new roses that he. My second year, our second anniversary. I am carnations. My third anniversary with a box of candy."
Bonnie Nellsch,00;56;20;18,00;56;22;01,"Laced, etc.. Something."
Unknown Interviewer,00;56;22;03,00;56;59;19,"Hey, no more flowers. Oh, my. I or, it really doesn't bother me. I think I because I've seen, every marriage has been close to us. very good. Bad. And I'm so grateful for that grant that that I'm really grateful for our marriage. To see that my husband comes home at night. So if it weren't here in the bar that was home, I can't really, you know, necessarily."
Unknown Interviewer,00;56;59;21,00;57;05;22,"All right, all right. I have to come home at night. And he our."
Bonnie Nellsch,00;57;05;25,00;57;11;29,"Provider in a good way, come in. So many of the miners, our drinkers. Yeah, there are."
Unknown Interviewer,00;57;12;05,00;57;21;02,"Our lives are not far from. You're not going to get any popcorn. Everyone, you get their clothes on."
Bonnie Nellsch,00;57;21;09,00;57;25;07,Aren't you anxious to have kids? Now that you've seen on the left.
Unknown Interviewer,00;57;25;10,00;57;35;24,"Of that, they don't bother me at work. But you have faith in front of her and her children. When they said something, they repeated it. It's been reported."
Bonnie Nellsch,00;57;35;26,00;57;37;00,"That. Oh, yeah."
Unknown Interviewer,00;57;37;04,00;57;44;03,"That, murder. I can only ever recall ever babysitting and having to look at our memories like that."
Bonnie Nellsch,00;57;44;05,00;57;52;18,"Yeah. Of course, it's, real easy to be around them. And then you can be part and be by yourself again for my."
Unknown Interviewer,00;57;52;25,00;58;01;00,"And for me, like, 5:00 for her, for her. We have to marry that one to your decision."
Bonnie Nellsch,00;58;01;03,00;58;02;13,"Yeah, we'll think about."
Unknown Interviewer,00;58;02;13,00;58;03;05,It a lot.
Bonnie Nellsch,00;58;03;07,00;58;05;07,A long time freedom. Because once you've.
Unknown Interviewer,00;58;05;07,00;58;13;02,Got that all right for different. Yeah. You're okay. We have a lot more to go back.
Bonnie Nellsch,00;58;13;21,00;58;17;07,"yeah, I think I just have to do."
Unknown Interviewer,00;58;17;09,00;58;21;20,Where did you learn about childbirth and childbirth?
Bonnie Nellsch,00;58;21;22,00;58;22;11,How great.
Unknown Interviewer,00;58;22;29,00;58;36;18,"moment on the spot. Pretty spot first for me. Yeah, right. but I don't think we to."
Unknown Interviewer,00;58;36;20,00;58;43;14,There was really no sex education to speak of at school. we were in school for that. In your home life.
Bonnie Nellsch,00;58;43;15,00;58;45;17,For us. There wasn't really.
Unknown Interviewer,00;58;45;20,00;58;54;27,"There. No, because my mom, my our mother was, brought up so strict that it wasn't talked about at all."
Bonnie Nellsch,00;58;55;01,00;59;04;04,"It was a definite no in their home. And so she brought us up. Pretty much no one had to come. Just get in there and play. Christy, we're not going for."
Unknown Interviewer,00;59;04;04,00;59;08;17,Quite a while. I'll go for a close up play in the bedroom.
Bonnie Nellsch,00;59;08;19,00;59;17;28,"You two can get in there. Well, I love your mom. Well, you can just wait a little bit. I know, now."
Unknown Interviewer,00;59;18;01,00;59;19;18,When I learned about sex.
Bonnie Nellsch,00;59;19;18,00;59;25;02,Was out on the farm watching the animals.
Unknown Interviewer,00;59;25;28,00;59;33;17,"And, to try to take it a course in health care when I talk,"
Bonnie Nellsch,00;59;33;19,00;59;38;03,"I think about kids to, like, childcare to babysitting."
Unknown Interviewer,00;59;38;18,00;59;39;03,you learn a.
Bonnie Nellsch,00;59;39;03,00;59;44;20,"Lot about kids by babysitting. And we babysat,"
Unknown Interviewer,00;59;44;22,01;00;03;12,"Oh, so it comes to our children, ya know, when you're pregnant with magic rock and rock? no, I do not have any questions at all. And I was pregnant. Are you? I wasn't concerned about, you know, and you're."
Unknown Interviewer,01;00;03;15,01;00;11;00,"I don't know, I remember you were carrying both kids. How are you that impressive?"
Bonnie Nellsch,01;00;11;03,01;00;14;01,Your until they were there. I got a minute.
Unknown Interviewer,01;00;14;01,01;00;24;00,"I had have one. I have one right. So, I couldn't care less when I'm hearing."
Bonnie Nellsch,01;00;24;02,01;00;27;20,Now I was different. I was curious and nervous at all throughout the pregnancy.
Unknown Interviewer,01;00;27;24,01;00;40;24,"I wasn't, that I was quite cold. I just wasn't at all kept from the idea until I had them."
Unknown Interviewer,01;00;40;26,01;00;44;29,Would you ask questions this week for know?
Bonnie Nellsch,01;00;44;29,01;00;47;12,I have some questions. You know.
Unknown Interviewer,01;00;47;15,01;00;54;10,"With very, very long. With questions. Oh, yeah. I."
Unknown Interviewer,01;00;54;12,01;01;10;26,"Where are your children? Have never found her. Not. Oh, I had neither one of us did. Harry? I'm not sure I'm going to call him Tracy. I had to call a girl, but, yeah, I I'm not part."
Bonnie Nellsch,01;01;10;29,01;01;21;15,"I think, I don't really know what I had, but, I had a pretty much the first one natural, except for the last. And they gave me a shock, and I don't know what it was just a hell human."
Unknown Interviewer,01;01;21;17,01;01;24;06,"Probably. And, you know. Right. Right. Yeah."
Bonnie Nellsch,01;01;24;15,01;01;32;22,"hum. Yeah, yeah. And you just with her and the second one I had sister in section."
Unknown Interviewer,01;01;32;24,01;01;47;23,"The pregnant woman, for the contemporary of her problem, that's quite a bit like the spinal graph in my mind. What? For being born to have more."
Unknown Interviewer,01;01;47;26,01;02;11;17,"Because I don't have that much patience to go and I like them when you're sick and tired of whatever. Like, oh, I like I love it and they're happy a good day. They're only I don't like this disease. Like going back and forth like, all right, I'm."
Unknown Interviewer,01;02;11;20,01;02;18;08,"Not saying what. What about children? When you say it, would you like to."
Bonnie Nellsch,01;02;18;19,01;02;35;20,"I liked them when they were babies. And I thought they were really cute and everything. Until it got to be 2:00 in the morning, and I was trying to go to sleep. And you're so exhausted from when you first get home from the hospital and and, you know."
Unknown Interviewer,01;02;35;23,01;02;38;08,You I think you're back.
Bonnie Nellsch,01;02;38;11,01;02;43;02,"But I, I enjoy more as they're getting older. Seems like."
Unknown Interviewer,01;02;43;05,01;03;07;28,"I got a lot more future over what I couldn't play a game with them. They can sit and play games with us or when we go someplace for the four of us, we sing songs or or play guessing or bingo or something like this in the car. Work with your time and you're you're holding your hand when you're trying to keep them quiet for when you're going to grow up with their hands and bottles and."
Bonnie Nellsch,01;03;08;00,01;03;08;26,Home.
Unknown Interviewer,01;03;08;28,01;03;16;08,"Stuff along with her. It was so much more. Father, I guess. Yeah."
Bonnie Nellsch,01;03;16;10,01;03;23;04,"The whole grown up is sick to play here, and you have to sit there with a bottle, your baby on the other arm, try and play."
Unknown Interviewer,01;03;23;07,01;03;35;09,Cards at work. I am quite involved with my grandma collecting card cards and offering.
Bonnie Nellsch,01;03;35;11,01;03;40;27,And no baby was going to stop anybody.
Bonnie Nellsch,01;03;40;29,01;03;41;16,It's your whole.
Unknown Interviewer,01;03;41;16,01;03;50;26,"Family. Close. Yeah I am, I have a feeling that you're really. You're not only sisters, but you're a good friend. would say we're practically."
Bonnie Nellsch,01;03;50;26,01;03;53;00,Best friends to our. No.
Unknown Interviewer,01;03;53;02,01;04;05;08,"We are always close. Really? You know, I always see eye to eye with everything. Well, friends go. We're about to put a turtle right."
Bonnie Nellsch,01;04;05;17,01;04;08;19,"actually, I think we see more ideas than our best friends do, I think."
Unknown Interviewer,01;04;08;27,01;04;10;12,"Yeah, I think so."
Bonnie Nellsch,01;04;10;14,01;04;15;13,"Because I don't, I don't see that eye to eye with any of my friends."
Unknown Interviewer,01;04;15;15,01;04;16;26,"No, I don't."
Bonnie Nellsch,01;04;16;28,01;04;26;05,"In fact, I couldn't stand to be around any of my best friends as much as I could stand to be around my sister. Oh, my. You know, I mean, we see each other every day."
Bonnie Nellsch,01;04;26;20,01;04;33;08,And I could not put up with any of my best friends that much. Terribly. Would probably.
Unknown Interviewer,01;04;33;08,01;04;55;13,"Not. when you were growing up, did you have a garden? And did your mother always felt this having a nice personality? We have the garden. One is always calm and preserves. Yeah. Brought in from our master gardener. Huge garden for the whole family. With which it really got too much."
Bonnie Nellsch,01;04;55;16,01;04;56;28,And mom does go out there.
Unknown Interviewer,01;04;56;29,01;05;06;25,"Go to stuff now. More with the garden that you have when you're at home. And we're at home. when we were at home, we played a lot like Apple."
Bonnie Nellsch,01;05;07;02,01;05;23;11,"And there there were in our yard. There wasn't enough space for a garden, really. But now out at the farm, there was back there. They were always raising pounds. Were. So it wasn't garden material. I was I hated fields."
Unknown Interviewer,01;05;23;13,01;05;25;15,I you can't plant from.
Bonnie Nellsch,01;05;25;18,01;05;25;29,The ground.
Unknown Interviewer,01;05;26;04,01;05;41;28,"But the cows. grandma, grandma was buried like a cow, but her back half of my strawberry packs in hand forever. Now I have kind of a container for a matter, for doing beautiful. Drove the cows out marsh."
Bonnie Nellsch,01;05;42;00,01;05;46;06,I had coolers out there and they did the same thing. But did you?
Unknown Interviewer,01;05;46;08,01;05;48;10,So that move back from where.
Bonnie Nellsch,01;05;48;13,01;05;51;16,"I work, my design."
Unknown Interviewer,01;05;51;25,01;06;02;04,"do you do carry or things like that? I don't care, I like to bake bread. That's where in the winter I make it. My husband really enjoy it."
Bonnie Nellsch,01;06;02;06,01;06;16;06,"I think if I had my own garden, I might do that. But, even though we are a close knit family, I need to go out there all the time. Can I have these? Can I have that so I can take it home? Can you know, I'm sure they'd be more than happy to work with you. I know I."
Unknown Interviewer,01;06;16;09,01;06;34;01,"Feel I don't I don't know if it's your hamburger. I don't think it crosses the line. We went down. I have this bigger picture that we had after spending the money for the peaches on the right, evaluating my car. I've been doing some work on the gray."
Bonnie Nellsch,01;06;34;03,01;06;36;05,"Yeah,"
Unknown Interviewer,01;06;36;08,01;06;42;25,"Well, just the money was. It wasn't worth it. I figured can was check out my garage, cuz otherwise."
Bonnie Nellsch,01;06;42;25,01;07;02;00,"Well, as far as peaches go, my mom, she's can peaches too. She said you definitely don't come out money wise at all here. The only difference is it's so much better quality and the it tastes so much better. Other than that, you're not going on peaches, but on other things you might well, on my farm I know right to your."
Unknown Interviewer,01;07;02;02,01;07;24;25,"Farm out of the peaches I bought with me. And like on Clarkston it was in Moscow, so I don't know when they were picking. I know the plant was having picked recently, you know. Right, right. The prices were supposed to. Yeah. and I just, you know, we started thinking about this after fighting to get all of this done to and."
Bonnie Nellsch,01;07;24;25,01;07;28;28,For all the house we had to go through. It was was awesome.
Unknown Interviewer,01;07;29;00,01;07;55;20,"For that, for our my garden. Oh, can you do things you can't fulfill for your reason? Why do you say why or why you don't have any wheat bread? Yeah. It was it turned out really good. I enjoyed baking, but I do enjoy doing that. It's important to do it. Yeah, I remember mom was great. Grandma work a chore."
Unknown Interviewer,01;07;55;23,01;08;15;13,"But, you know, really, I really do enjoy. Yeah. My family have to eat the second bowl. when I started dating, I just. I said, it's a good thing I have a few other things to do. Otherwise we get spread coming on out of our ears. And I really had to scream. I, I."
Bonnie Nellsch,01;08;15;13,01;08;23;14,"Quit because, like I said, you get that fresh bread and I can eat a whole loaf myself practically after comes out of the oven with butter, you know."
Unknown Interviewer,01;08;23;16,01;08;46;20,"That's right. But I, I can I wouldn't stop myself to do that. But I got where I was baking every time I baked bread. I had to give a lot. so. And so I had to figure out that this one. So it really girl. But it's like you're done not having that for your family. Once you give them their one compliment or, you know, where are you like to try different recipes."
Bonnie Nellsch,01;08;46;22,01;08;47;19,Definitely.
Unknown Interviewer,01;08;48;12,01;09;10;29,"yeah, I do. My husband is taking care of me and so he doesn't really enjoy it as much, right? Yeah, I do, you try different recipes for your bread. I see, I, I've tried and like I said, I make the wheat bread from Brown County. I make some bread. I like bread."
Bonnie Nellsch,01;09;11;01,01;09;13;29,One recipe.
Unknown Interviewer,01;09;14;01,01;09;16;26,Yeah. Just take out one like. Good.
Bonnie Nellsch,01;09;16;29,01;09;18;17,Yeah. You just take out one loaf and roll.
Unknown Interviewer,01;09;18;17,01;09;20;16,Out and put your cinnamon and sugar on it.
Bonnie Nellsch,01;09;20;20,01;09;26;07,Oh a little water and rough it up and she. That's good.
Unknown Interviewer,01;09;26;09,01;09;36;07,And especially with great. Yeah. I don't know how to do that there. I think I do too long or I do.
Bonnie Nellsch,01;09;36;09,01;09;47;17,"It's kind of a hassle sometimes. Well, not so much now, but when the kids were younger, it was a hassle because you all like running out from. But now they pretty much, entertain themselves. So you can do it better too."
Unknown Interviewer,01;09;47;17,01;10;10;00,"But now we can make breakfast with pies, and you don't go after you get the ball. You can play with that. Go back to the pie for hours and kind of pick up on that. It really keeps losing weight. Consider that. Don't keep people more disease and then some expensive course you've got."
Unknown Interviewer,01;10;10;03,01;10;33;05,Them for ones who are not very often you don't have the patience to let them do it for everyone. Far. help help make cookies soft is more supervised. You may love the fact that you get to offer some there. I think you might do that. You should do most of your cooking. Good. Scratch.
