speaker,start,end,text
Unknown Interviewee,00;32;29;23,00;32;36;25,"And then there used to be the Riverside was also, you know, out there, you know, where Riverside is, where the bridge is."
Unknown Interviewer,00;32;37;01,00;32;39;08,"her. Oh, yeah. What was it."
Unknown Interviewee,00;32;39;10,00;32;48;00,"That used to be? A big dance hall, in a roller skating rink. One of my kids went roller skating in there. That used to be a roller skating rink."
Unknown Interviewer,00;32;48;00,00;32;49;29,How come they're close to this one? I know.
Unknown Interviewee,00;32;50;01,00;33;12;14,"Well, it was damaged, too, because that used to flood all the time. Oh. Were you? No. You weren't piano folk at least. Probably. What do you remember when it started out in that big old riverside building was. And it wasn't, but it for one of the top was sticking out all the water. One time we had pictures, but I don't think we have to long."
Unknown Interviewer,00;33;12;14,00;33;13;09,Ago or.
Unknown Interviewee,00;33;13;11,00;33;19;13,"Oh, maybe four years ago or something like, yeah, we had a real."
Unknown Interviewer,00;33;19;15,00;33;21;07,"Boring now, you know."
Unknown Interviewee,00;33;21;09,00;33;24;28,And you might have been here that time and all that water up. It was I.
Unknown Interviewer,00;33;25;01,00;33;25;23,Try to.
Unknown Interviewee,00;33;25;25,00;33;30;02,Square up to that bridge row and that they wanted.
Unknown Interviewer,00;33;30;02,00;33;34;13,"To stand in there. Well, the dam that just broke last year."
Unknown Interviewee,00;33;34;16,00;34;07;03,"I used to think, well, but that riverside was around, you know, this building went wrong. What would be and it was a roller skating rink. And they had all these with a lot of big name band come there, like, you know, like, cowboy star, Ernest Tubb, those used to come out down at the dam to, and then everybody brush off their to cents, $2 a ticket."
Unknown Interviewee,00;34;07;03,00;34;26;26,"About one of them big bands. Were there. And Dennis and Jack and all those kids. And I believe that was even there when duty began again. I used to be out there to roller skate. We'd sit and wait for now, the kids don't have nothing here in the morning."
Unknown Interviewer,00;34;27;02,00;34;34;00,"Yeah. Delivery for dairy, big bear, the line operation. Yeah."
Unknown Interviewee,00;34;34;03,00;34;46;03,"There used to be there. Sure. All we had shows every Saturday, I mean, and be a different show integrated. Go to that. And they had divorced when that time I was on."
Unknown Interviewer,00;34;46;07,00;34;53;23,"Video skating around, you know, and then they'd have to go through that would be more of a bigger Midwest now."
Unknown Interviewee,00;34;53;23,00;35;04;11,"And, and yeah. But like back east, too much continued on. That was where there was a lot of ice skating. Skiing, man. You didn't have to go to a ski lodge to go school."
Unknown Interviewer,00;35;04;14,00;35;07;07,Yeah. Please sit down for a total I guess.
Unknown Interviewee,00;35;07;09,00;35;09;02,You could go to.
Unknown Interviewer,00;35;09;05,00;35;18;14,"But we had a hospital and that would pay for, where they pay for your stuff or just for stuff? It's definite. The bill would take care of a."
Unknown Interviewee,00;35;18;14,00;35;25;07,"Well, now, you know, you've been here. They had medical service insurance."
Unknown Interviewer,00;35;25;09,00;35;25;24,For her.
Unknown Interviewee,00;35;25;24,00;35;38;22,"And I don't know what that hospital was. The doctor's office building there. When we came in. We don't have a doctor, and we been down in that hospital office for that. But they had made the renovate."
Unknown Interviewer,00;35;38;23,00;35;53;29,"And they paid for. The family's over the roof. Yeah. I wondered, Chris, I was thinking how you had your kids at home, but it says the hospital. But then that situation was different, really, that everybody went to the hospital to have your children, you know, think of it."
Unknown Interviewee,00;35;54;02,00;36;00;17,"I had Jack and Jim at home. You know, when you come out and offer to go to the gym."
Unknown Interviewer,00;36;00;20,00;36;02;23,"Oh, yeah."
Unknown Interviewee,00;36;02;25,00;36;06;22,But you.
Unknown Interviewee,00;36;06;25,00;36;17;17,It was like when my mother was having her children. Them women all had their baby. Did nobody ever don't came through with you?
Unknown Interviewer,00;36;17;19,00;36;28;20,"What? With your cucumbers, with your kids. You said with. With Jerry's. With you. Tell me what the dance was. Real smiles. You laughed. Sellers together. Something either real carefully."
Unknown Interviewee,00;36;28;20,00;36;53;25,"When she was born, she had all these kids from such a hard birth. She weighed 5 pounds and 13oz and locked down to 4 pounds and 13oz. And she had such a high temperature from heartburn, they said, from, you know, coming up against the pelvic and oh, I couldn't be born, you know, that you got kind of like a brain concussion."
Unknown Interviewee,00;36;53;27,00;36;56;18,Her she had a temperature of 108.
Unknown Interviewer,00;36;56;20,00;36;57;15,Wow.
Unknown Interviewee,00;36;57;15,00;37;05;01,You can just warm up like fish for a long time. Had to give her a bath and olive oil just in the water.
Unknown Interviewer,00;37;05;03,00;37;09;09,It says it was cancer. Then I went to just then take it. It was here.
Unknown Interviewee,00;37;09;11,00;37;19;09,"No. when we came on here, Jeff was 14 against any of them."
Unknown Interviewer,00;37;19;11,00;37;21;12,"And when you think you were it, it."
Unknown Interviewee,00;37;21;15,00;37;26;10,And Judy was only five. She.
Unknown Interviewer,00;37;26;12,00;37;28;26,So she really grew up your whole childhood?
Unknown Interviewee,00;37;28;29,00;37;42;13,"Yeah. She doesn't remember with, Judy. Therefore, she came in this out here. We and Jim work you the second grade. They came out here."
Unknown Interviewer,00;37;42;15,00;37;54;15,Moving as kindergarten. Jerry said that he helped deliver everybody. What are you kids? But that one you want didn't live? Who didn't move? Yeah.
Unknown Interviewee,00;37;54;17,00;38;04;14,"There was. I had Jerry after Judy. He. He was from our age group. Oh, yeah."
Unknown Interviewer,00;38;04;16,00;38;07;11,"I mean, you know."
Unknown Interviewee,00;38;07;13,00;38;10;12,Yeah. Drama and all.
Unknown Interviewer,00;38;10;17,00;38;14;23,"That's what he had trouble with. So. Yeah, well, doing that."
Unknown Interviewee,00;38;14;25,00;38;16;29,And then of course they didn't know that.
Unknown Interviewer,00;38;16;29,00;38;18;11,Then we are.
Unknown Interviewee,00;38;18;12,00;38;19;01,That out here.
Unknown Interviewer,00;38;19;01,00;38;24;02,Greater now you can you. Oh you didn't even know that. oh. Excuse me in mind.
Unknown Interviewee,00;38;24;09,00;38;25;13,what was wrong?
Unknown Interviewer,00;38;25;15,00;38;27;17,"Oh, I been so it's easier to know."
Unknown Interviewee,00;38;27;17,00;38;34;01,If they would have known. They could have just changed the front. Because you would have a perfectly otherwise.
Unknown Interviewer,00;38;34;01,00;38;49;04,I can. I don't understand how they change the blood. Is that would. If your body is to produce that kind of food. Just take out the air. The body. Well now they have a soft. They can give you. Yeah. Your body anybody.
Unknown Interviewee,00;38;49;07,00;39;12;05,"And well I don't know exactly what have. Come on. No because I don't follow it too much now. But when they first started doing something about it they. Well, it sounds very negative. When she was pregnant, they checked your blood every month and they say when you get, they can tell when your blood starts changing."
Unknown Interviewer,00;39;12;07,00;39;16;00,Yeah. Because you take the antibodies after that move and.
Unknown Interviewee,00;39;16;02,00;39;31;13,They would do it for serum. If you are enough. Usually it's about the eight months and all. They can do it for sharing and they take the baby then. Then it's all right. They can take it then. So far enough to be.
Unknown Interviewer,00;39;31;15,00;39;38;24,"You wouldn't eat. They didn't even know that. Well, puzzled for a long time. You probably had to play with that blood."
Unknown Interviewee,00;39;38;25,00;39;54;21,"That's what they had to say. They were just that just came out during World War Two. Oh, many of the soldiers that would get injured, you know. Well, then they would give them blood transfusions and they would help. Would you die."
Unknown Interviewer,00;39;54;23,00;39;55;28,If it was the wrong.
Unknown Interviewee,00;39;56;01,00;40;15;13,"Yeah. If it was, they might be given a time. But if that one didn't happen to be longer than they were giving it to a practice, then they would want them to. And when I had them after that, I had one stillbirth to."
Unknown Interviewer,00;40;15;15,00;40;20;09,And now with that same RH factor.
Unknown Interviewee,00;40;20;11,00;40;27;28,After Jerry died and I didn't know still then you know what that was. So when you get one more know.
Unknown Interviewer,00;40;27;28,00;40;29;01,Oh.
Unknown Interviewee,00;40;29;03,00;40;53;21,"It was a baby girl. But at eight months I went into labor and, well, what happened is the afterbirth came off before I went into labor and that baby chicken all day, and I thought I was going out of my mind, you know, and I couldn't figure out what. It just kept going like that. My whole stomach,"
Unknown Interviewer,00;40;53;23,00;40;57;20,And I didn't know anything about.
Unknown Interviewee,00;40;57;22,00;41;22;28,"I never had anything like that happen to me. So I went on about my work, you know, and then I went to bed that night, and, God, the next morning I woke up and I was so sick to my stomach, you know, and I did, and I tried to get out of bed. And when I try to raise up and just like a big weight was on me and all, and finally I managed to get my feet out of bed and get set on my edge, you know?"
Unknown Interviewee,00;41;22;28,00;41;45;08,"And after I couldn't get my head steady for a while, I could quit working, you know? And I get up on my feet, but I just knew something was wrong. But I didn't know why. So I decided, well, I get ready to go to the doctor. We had to go back 20 miles on the. And so well and all was back in and I had to go from white leg to an eagle."
Unknown Interviewee,00;41;46;11,00;41;52;05,and I was about 20 miles. So I got ready and went over there and.
Unknown Interviewer,00;41;52;07,00;41;54;17,"The afterbirth had already come on, you know."
Unknown Interviewee,00;41;54;22,00;42;00;22,"Oh, Craft and Bird came off of you, right? And then all the blood went into you kissing ground, and that baby."
Unknown Interviewer,00;42;00;24,00;42;01;13,Over there.
Unknown Interviewee,00;42;01;16,00;42;05;25,And that's why it was just fighting. Always really grounding.
Unknown Interviewer,00;42;05;25,00;42;08;00,For three in that.
Unknown Interviewee,00;42;08;00,00;42;09;00,Horrible. When you think.
Unknown Interviewer,00;42;09;00,00;42;20;15,"In my, you don't know, it's so weird because it's like, well, I've never had a baby, but, you know, I know how to your body, but you don't know what's happened to 110."
Unknown Interviewee,00;42;20;16,00;42;31;12,I went to the hospital and then the doctor helped me when I felt that baby there. And I used to go all day yesterday and never quit.
Unknown Interviewer,00;42;31;15,00;42;33;02,And then I.
Unknown Interviewee,00;42;33;04,00;42;38;15,Had to put me out. Go ahead and take the.
Unknown Interviewer,00;42;38;17,00;42;50;29,Whole. Adverse event or so after the folks were there. You didn't have anywhere to visit. You're right that once again the search factor got into your blood right.
Unknown Interviewee,00;42;50;29,00;42;58;11,"See, I had heard before then is before you. Yeah. The more your body builds up against that said."
Unknown Interviewer,00;42;58;14,00;43;02;13,"Know, as I told me, that after the first one, it's the power of that."
Unknown Interviewee,00;43;02;16,00;43;06;29,Then that's what they say. But they're improve or clean.
Unknown Interviewer,00;43;07;01,00;43;10;04,"For you exceptionally, you know."
Unknown Interviewee,00;43;10;07,00;43;19;10,But from then on then I had Jerry died 87. So then I never could find out what was wrong. Oh.
Unknown Interviewer,00;43;19;12,00;43;27;23,Really? Long time. Even though there are cubic arch factors. What that mean? It. Dang it. If you still that old.
Unknown Interviewee,00;43;27;25,00;43;49;24,"Yeah. You know them. And so then you would Last and so one thing. But he ever found brown temperature cool and he wouldn't have any cold or anything. He put running time fever. Then I'd take him to the doctor and they'd put him in a hot, and they never could find out what was wrong."
Unknown Interviewer,00;43;49;26,00;43;51;17,And we just didn't know.
Unknown Interviewee,00;43;51;19,00;43;57;19,"And then finally from that, the pool, when all the kids got the flu and then he got that, killed him."
Unknown Interviewer,00;43;57;21,00;44;00;14,"Oh, the flu him."
Unknown Interviewee,00;44;00;17,00;44;10;22,"But he wasn't, you know, he probably would have always been something because like he would run on the temperature."
Unknown Interviewer,00;44;10;22,00;44;15;07,So anyhow they would fix that up is all the child is older if you're.
Unknown Interviewee,00;44;15;10,00;44;29;25,"I don't know I'm sorry. He. Here. Yeah. I don't know how long I do, but, you know, this was only her second daughter and that was really bad."
Unknown Interviewer,00;44;29;29,00;44;30;18,Yeah.
Unknown Interviewee,00;44;30;20,00;44;36;18,"And they kept it there, and they closed with black. But if he kept it in hospital and."
Unknown Interviewer,00;44;36;18,00;44;38;15,You never tried.
Unknown Interviewee,00;44;38;15,00;44;58;27,"To stick platinum, I didn't help, but broke home. And I used to deliver the paper to the kids. I went in for one day and she wanted me to be that purple color. That was the control room. It had the purple complexion, home kit."
Unknown Interviewer,00;44;59;00,00;45;00;19,"Court, be her."
Unknown Interviewee,00;45;00;19,00;45;12;29,"Well, because of that, and he had to watch it all the time to, show that after they change it blood. They probably have better methods. Now. This is long time ago. Like at grandma. Grandma where she."
Unknown Interviewer,00;45;13;06,00;45;17;01,Very high all about dances with the blood. I don't.
Unknown Interviewee,00;45;17;01,00;45;19;27,Know what made it that funny color and.
Unknown Interviewer,00;45;19;27,00;45;20;24,I was.
Unknown Interviewee,00;45;20;26,00;45;42;10,"Horrified when I got it. I didn't say anything. Course you know. But when I look at my kids and my dad, that scared me to death, I said I would want to. Of that baby can be kept choking all the time on of death. But then it was all right after a while. After a while I thought it must take a while for that blood, you know?"
Unknown Interviewer,00;45;42;12,00;45;55;09,"Yeah. What? How how they would ever help a child that had lived. Well, because he could be. Really. You could use blood in your whole body like when you big. They just made you take more."
Unknown Interviewee,00;45;55;11,00;46;23;26,"That's how you know. Well, but I know that's what they used to do. Would change all his blood. I think they took the plant and give it time and take point and give it time and, you know, a complete change. and, you know, I think what I can say about when I had that silver thing, I lost so much blood, you know, that they gave me blood for her."
Unknown Interviewee,00;46;23;28,00;46;26;29,So it's a good thing you do with the blood.
Unknown Interviewer,00;46;27;00,00;46;29;26,Why would you use a nine year old?
Unknown Interviewee,00;46;29;29,00;46;48;21,"And we from the plasma, I went right into shock and knew that that whole day after we didn't freeze to death, we were going to shock."
Unknown Interviewee,00;46;48;24,00;46;57;11,"That coming with death now, you know. But he was sitting there because he told them he came back up and."
Unknown Interviewer,00;46;57;13,00;47;03;09,"He this time, when you're in shock, You lose track of time, you know? I know everything."
Unknown Interviewee,00;47;03;12,00;47;12;11,"Going on and everything. But had that been whole blood, damn, it would have killed me to plasma. That man."
Unknown Interviewer,00;47;12;13,00;47;19;00,"You know, like all. Yeah, well, I sure glad he whole blood."
Unknown Interviewee,00;47;19;03,00;47;20;02,But even.
Unknown Interviewer,00;47;20;04,00;47;20;26,Though we.
Unknown Interviewee,00;47;20;28,00;47;28;09,"Know better now, you know, that's where they discovered it. Because all these guys were dying, that they gave me a transfusion."
Unknown Interviewer,00;47;28;12,00;47;30;11,They'd have to check that. They'd check the blood and.
Unknown Interviewee,00;47;30;11,00;47;38;06,"Finally be discovered that that kill one was the same, but one was RH negative and one was very good."
Unknown Interviewer,00;47;38;06,00;47;44;14,With the origin. They made it. It was somebody found it mounted. Or is it.
Unknown Interviewee,00;47;44;16,00;47;45;05,Really.
Unknown Interviewer,00;47;45;07,00;47;45;29,That what it is?
Unknown Interviewee,00;47;45;29,00;47;47;25,That's what they are sure.
Unknown Interviewer,00;47;47;28,00;47;52;12,Is was an extreme vetting of those that they found out.
Unknown Interviewee,00;47;52;12,00;48;06;03,"I don't know why they the best what it stands for me. Oh, wow. That's very, very true. And some people have that spectrum and some don't want them and they take it. And if."
Unknown Interviewer,00;48;06;06,00;48;09;18,"Oh, if you don't have the fact that it's negative, then you."
Unknown Interviewee,00;48;09;18,00;48;13;18,Don't have the RH factor thing. they're just a.
Unknown Interviewer,00;48;13;18,00;48;16;24,Complete circle that you black lack.
Unknown Interviewee,00;48;16;26,00;48;18;11,"That you don't have, or they have."
Unknown Interviewer,00;48;18;11,00;48;19;28,Things that exactly left.
Unknown Interviewee,00;48;20;01,00;48;28;00,"No, you're just different things in a different factor in the blood that the other blood does not have brought me."
Unknown Interviewer,00;48;28;03,00;48;44;15,"There quite a way that I don't. Did, it think these presentations were referred to, but doing interviews with their, their mom and talking about your work, her before my time, did you do any more work that you volunteered for?"
Unknown Interviewee,00;48;44;19,00;48;51;06,"No, my kids were. That's when I was having. All my kids were small and nine year old, so yeah, I."
Unknown Interviewer,00;48;51;09,00;48;53;15,Where they all born before the war.
Unknown Interviewee,00;48;53;17,00;49;10;03,"Well, you see, Jim was born in 41, and that was October of 41. And war started December 7th, 41 or 2. So then I had Judy during World War and the war was still going on. And Jerry."
Unknown Interviewer,00;49;10;21,00;49;13;07,"did, Jerome get drafted."
Unknown Interviewee,00;49;13;10,00;49;14;06,You know.
Unknown Interviewer,00;49;14;08,00;49;14;25,"Oh, right."
Unknown Interviewee,00;49;14;25,00;49;24;02,"Well, he was always he would have been drafted, but he was always deferred because it was a crucial interview."
Unknown Interviewer,00;49;24;04,00;49;27;07,Or did many women go to work in the mail because.
Unknown Interviewee,00;49;27;10,00;49;30;11,"There was a few work down there, but not to foreclose."
Unknown Interviewer,00;49;30;11,00;49;32;11,The men did leave.
Unknown Interviewee,00;49;32;13,00;49;42;06,"There was apparently. Well, there were quite a few men that were gone from there, but they were younger men, you know, when drum was the right age. All right."
Unknown Interviewer,00;49;42;09,00;49;45;05,"However, it which is important you have you seen your."
Unknown Interviewee,00;49;45;05,00;49;46;23,Name held in the Kirby.
Unknown Interviewer,00;49;46;24,00;49;53;10,"Oh, probably because you wouldn't think it would be necessary. I don't know, for the war effort. So."
Unknown Interviewee,00;49;53;13,00;49;59;23,"Yeah, just because of that, you know that he was deferred all the time. So he never did it here."
Unknown Interviewer,00;49;59;25,00;50;03;17,That's the irony. So I was asked to go and shoot people.
Unknown Interviewee,00;50;06;29,00;50;07;26,Take one.
Unknown Interviewer,00;50;07;29,00;50;09;21,Day. Yeah.
Unknown Interviewee,00;50;09;24,00;50;13;16,"Oh, come in there from."
Unknown Interviewer,00;50;13;19,00;50;20;22,One thing I found out that it was around here that they worked on the basket out here. Sure.
Unknown Interviewee,00;50;20;24,00;50;22;06,"Well, you know."
Unknown Interviewer,00;50;22;06,00;50;22;27,Before we.
Unknown Interviewee,00;50;23;01,00;50;33;24,"Move, there used to be houses, I guess. All down. Know where that field is. You know that later. Married. And then they were all."
Unknown Interviewer,00;50;33;26,00;50;36;01,Put the concentration. Care for them.
Unknown Interviewee,00;50;36;01,00;50;47;10,Yeah. I don't know if they took them all over here and put them in. Okay. I don't know. Account information. Can. But there was all kinds of Japanese here before we can.
Unknown Interviewer,00;50;47;12,00;50;49;02,Order the August from the area.
Unknown Interviewee,00;50;49;03,00;50;59;20,"There wasn't any here when we came, but people said that that used to be all houses down in there. And the Japanese, all of that heard there was a lot of Japanese people around."
Unknown Interviewer,00;50;59;22,00;51;03;22,So why would you why did they come to this area?
Unknown Interviewee,00;51;03;25,00;51;09;29,"I don't know. Oh, no, I think that I think that they they took them from this area and put them in camp."
Unknown Interviewer,00;51;10;01,00;51;13;19,Yeah. See there.
Unknown Interviewee,00;51;13;22,00;51;31;09,"Well, now some people, like my brother, read what is one of the quaint manor we always call him Red kitchen. That red hair. Now, he was him and my brother here for broken. More World War two."
Unknown Interviewer,00;51;31;11,00;51;32;08,They survived.
Unknown Interviewee,00;51;33;06,00;51;43;21,"yeah. I mean, one never got a scratch, but my brother Red was. And me and herb was in the army. I wouldn't put them both in the same thing, you know, because they were."
Unknown Interviewer,00;51;43;23,00;51;50;11,"Oh. Oh, well, so, I don't know, drink three. But,"
Unknown Interviewee,00;51;50;13,00;51;53;17,They couldn't. Both going to the same apartment.
Unknown Interviewer,00;51;53;19,00;51;54;23,Maybe just because your brother.
Unknown Interviewee,00;51;54;23,00;52;01;17,"Usually because they were from Fort Wayne, they couldn't both be in the same."
Unknown Interviewer,00;52;01;19,00;52;05;08,I think you were thinking ahead of the field before that kind of.
Unknown Interviewee,00;52;05;10,00;52;33;08,"And so my brother read. He thought that he was on a destroyer, and he would talk with the Japanese and, you know, a half of the Navy stuff in one spot. It was right at Pearl Harbor, you know, which most people didn't know because they team wanted to know that we were that far down, you know, that we would come so close to losing that war."
Unknown Interviewee,00;52;33;11,00;52;54;11,"And, anyway, they had all these suicide planes that I know you ever heard about in the Caribbean. And, my brother read his, a ship was down ships. He said they just come at you over 100. And he said it was so crazy because those guys, you know, playing cricket left."
Unknown Interviewer,00;52;54;12,00;52;56;17,And like crazy. And they knew they.
Unknown Interviewee,00;52;56;17,00;53;01;24,Were dying because they crashed right into those ships. And 715.
Unknown Interviewer,00;53;01;26,00;53;02;22,Yeah.
Unknown Interviewee,00;53;02;25,00;53;27;16,"And anyway, he said this, this blood was so thick on the ship, they would go from their ship out to the metal ship to try to get the guys off and say, what the could this be? Was LeBron like, yeah, let's go back. And they had to take they had this big boat, Turkish town, and they had to roll it out ahead of them and crawl on their hands and knees."
Unknown Interviewee,00;53;27;16,00;53;49;01,"It was so slick. you know, that blood, they couldn't stand up. And then they'd get them into the lifeboat and then die half of them before they could ever get to that big ship. And all the tiny, crazy suicide planes were coming out. And he says he didn't know he couldn't possibly live through that because he said they were falling all around me."
Unknown Interviewee,00;53;49;01,00;53;50;12,And just like flying.
Unknown Interviewer,00;53;50;14,00;53;52;22,"The planes or. Yeah, in."
Unknown Interviewee,00;53;52;22,00;54;15;00,"The paper dying, you know, where that was hitting them, shooting them. and anyway, he said when they came home and when the war on the border, he used to sit and laugh and laugh and cry and cry and, you know, he was doing it, but he couldn't stop crying."
Unknown Interviewer,00;54;15;00,00;54;15;08,Really.
Unknown Interviewee,00;54;15;11,00;54;30;20,"He said all the kids were scared to death then made. All right. Yeah. The kids on a ship. But he finally got on right when you got home. He didn't do that after he got home, but he told that later that he thought he was really going up."
Unknown Interviewer,00;54;30;23,00;54;32;16,"You know, being from there."
Unknown Interviewee,00;54;32;16,00;54;42;22,"You crawling on your hands, you know, and like, you know, you and all the wild people dies in action laughing and crying. It'd be like."
Unknown Interviewer,00;54;42;22,00;54;45;09,An insane nightmare. All right.
Unknown Interviewee,00;54;45;12,00;55;06;09,"But, and my other brother, sure, he went. And he had the horrible pictures, but he took over there. That's where they piled all those Jews up. And he poured burnt. And you know, he's got pictures of the dead people, that he took em down."
Unknown Interviewer,00;55;06;11,00;55;08;12,So he knew about it. But a lot of people in.
Unknown Interviewee,00;55;08;12,00;55;09;02,"Germany, they."
Unknown Interviewer,00;55;09;02,00;55;10;00,Didn't know that.
Unknown Interviewee,00;55;10;03,00;55;33;27,"Well, see, they were marching in there and they were running ahead of them. And a lot of times they just called the big fires thing was, try all this before the Americans got in there, too. But he took pictures. When he heard that, he took him down. And the people, there's cute little kids and everything and their arms and legs is big round."
Unknown Interviewee,00;55;33;27,00;55;44;20,"You know, their stomachs were great. You know, if they are to there is any bloat in there. Right there. Why don't. Oh, God. It took a couple."
Unknown Interviewer,00;55;44;22,00;55;45;11,Yeah.
Unknown Interviewee,00;55;45;14,00;56;01;12,"He never showed me no pictures till about 3 or 4 years after he'd been left. Called about. May be out of service, you know, and probably war would go over. He couldn't. But then he showed us how terrible that really graphic."
Unknown Interviewer,00;56;01;14,00;56;03;19,Yeah. Cuz I don't.
Unknown Interviewee,00;56;03;21,00;56;21;26,Really want crying. I don't know if he ever saw that. Let my people go. They come back and it showed always. They had big trunk. They throwing old people in here. The big great big hole was bulldozed and they throw those people down the trough and put them in that big hole. Cover them up.
Unknown Interviewer,00;56;21;26,00;56;23;03,"Early. Poor, horrible."
Unknown Interviewee,00;56;23;06,00;56;24;29,"It was all, you know."
Unknown Interviewer,00;56;25;02,00;56;26;20,There was everything for the.
Unknown Interviewee,00;56;26;22,00;56;40;29,"Polish people that they made work on. in their war factories. Yeah. And then they wouldn't pay the money to starve to death, and then they'd have another whole bunch of them for those in big power. Them not."
Unknown Interviewer,00;56;41;02,00;56;45;26,So easily. Yeah. It isn't. You can't hardly believe it.
Unknown Interviewee,00;56;45;28,00;56;47;13,You weren't really there.
Unknown Interviewer,00;56;47;15,00;56;56;21,"And I like to think that since women give birth to children, that they wouldn't want to do that kind of killing. You leave the word from the dead. But who don't?"
Unknown Interviewee,00;56;56;24,00;57;12;14,"I can't understand that. But I it and like my brother that read did that and then he really thought he was going crazy. Crazy. Did he just sit there and laugh, laugh and cry and kind of did enjoy doing it? But he couldn't."
Unknown Interviewer,00;57;12;14,00;57;15;13,"Stop? Yeah, probably because his nerves."
Unknown Interviewee,00;57;15;18,00;57;26;29,"Were so bad sequencing all that, that he just got to the point where he couldn't. It's a good thing that was over. He probably would have went in insane, you know, from there."
Unknown Interviewer,00;57;27;01,00;57;27;24,Yeah.
Unknown Interviewee,00;57;27;26,00;57;34;13,Because I think your body and mind can just take on much horror and then you just can't.
Unknown Interviewer,00;57;34;15,00;57;38;24,"You can't eat anything real horrible happen like that, you know."
Unknown Interviewee,00;57;38;24,00;57;39;13,"No, you."
Unknown Interviewer,00;57;39;13,00;57;41;09,Either. You. I'm lucky you.
Unknown Interviewee,00;57;41;09,00;57;55;01,"You're him telling you those things you said. You can imagine what it's like having all those planes coming down. And all along he said it was so crazy. They were just laugh and,"
Unknown Interviewer,00;57;55;04,00;57;56;22,I don't see how they could train.
Unknown Interviewee,00;57;56;22,00;57;59;18,Those Japanese to be. Well.
Unknown Interviewer,00;58;00;25,00;58;09;08,"I probably they have a whole different culture way of looking at things. Could be thought for a country I don't know, I yeah, well, that is the way they did it."
Unknown Interviewee,00;58;09;11,00;58;16;24,"And, they were taught to be happy to die for their country readers."
Unknown Interviewer,00;58;16;26,00;58;20;24,But it was so I can't imagine anyone thinking that way. I wouldn't.
Unknown Interviewee,00;58;20;24,00;58;29;11,"You know, it's hard for me to think that you you could get in there a point and know you were going to certain death and dive right into those ships."
Unknown Interviewer,00;58;29;11,00;58;40;09,"Yeah, you were killing other telling people. Well, thank you, family of you. You were too affected out here. Are you in Idaho? They did they watch for production?"
Unknown Interviewee,00;58;40;11,00;58;44;13,"No, We didn't. The war was over when we came back."
Unknown Interviewer,00;58;44;13,00;58;46;05,"Oh, 40. No."
Unknown Interviewee,00;58;46;08,00;58;47;19,"It was over. And for you, what?"
Unknown Interviewer,00;58;47;24,00;58;49;18,"It was going,"
Unknown Interviewee,00;58;49;20,00;58;58;07,"The and I, I think me down on the coast and stuff where the workers were. And you'd be seeing more of that."
Unknown Interviewer,00;58;58;09,00;59;00;24,Or if you wanted people.
Unknown Interviewee,00;59;00;24,00;59;14;18,"Right back over for years before that, when there were talked about the war experience before they could. Yeah. And then after that along, well."
Unknown Interviewer,00;59;14;20,00;59;18;25,Your parents moved out here. They came and you said it was.
Unknown Interviewee,00;59;18;28,00;59;20;22,In 42.
Unknown Interviewer,00;59;20;24,00;59;27;04,"So once a year. So the twins say they were fascinated with, you know, they came over here, went to school."
Unknown Interviewee,00;59;27;04,00;59;28;00,And married.
Unknown Interviewer,00;59;28;00,00;59;28;21,To their.
Unknown Interviewee,00;59;28;24,00;59;34;04,Friends. Congratulations. They were 18. We had to go right in the war. but it's.
Unknown Interviewer,00;59;34;27,00;59;37;19,oh had an excuse to have.
Unknown Interviewee,00;59;37;22,00;59;44;07,They didn't have any choice. They were drafted right into that service as soon as they turned 18.
Unknown Interviewer,00;59;44;09,00;59;52;04,Three and the Oregon. So you tried to figure it out?
Unknown Interviewer,00;59;52;07,01;00;04;17,"Oh, yeah. But it's you know, it's hard for you to think of. Well, you've been worth my life, but then I think that involves the whole country."
Unknown Interviewee,01;00;04;18,01;00;25;25,"You know, these other wars haven't been, now, Jack was a little bit more, but, he was on a destroyer in Maine back in 1952. And, that was when the Korean War was over."
Unknown Interviewer,01;00;25;27,01;00;28;00,Yeah. That's what you said about you.
Unknown Interviewee,01;00;28;01,01;00;54;02,"No, no, no, he said that they had been destroyed or took ship for our ships and they would go into the coast, the short a Korean and blow up, like, oil. stockpiles and things like that. And that one time they just went off shift and the next front because it went in and took their ship or dump."
Unknown Interviewer,01;00;54;04,01;00;57;13,All you really was looking for. I really got my more.
Unknown Interviewee,01;00;57;18,01;00;59;08,But then he came back to this.
Unknown Interviewer,01;00;59;08,01;00;59;22,Place.
Unknown Interviewee,01;00;59;23,01;01;22;16,"And he. Yeah, was like, my brother read to them too. They'd have to go find those islands, you know, when they put those over here and they'd take the ships and go foreign. He kept the Japanese one for, of course, and they were shooting as they were coming ashore. And so they just fell all around. And but he never."
Unknown Interviewer,01;01;22;16,01;01;31;11,"Ever was here because one of the things we wondered out of some people read it and some people didn't know we got, I think."
Unknown Interviewee,01;01;31;13,01;01;57;07,"That one time again when they went ashore, I don't know what column that was on that one. Which one at work that they went ashore on. And he said that when they go ashore and got done shooting the Japanese, that they program up like caught with a long offshore."
Unknown Interviewer,01;01;57;10,01;02;01;00,Stack before that kind of communication.
